Feature,Importance
failure saves,0.0
failure so,0.0
failures,0.0
failures as,0.0
failures don,0.0
failures exist,0.0
failures in,0.0
false,1.0681820826202694e-05
false positive,0.0
false positives,0.0
familiar,0.0
familiar given,0.0
faq,0.0
faq section,0.0
fast,0.0
fast given,0.0
faster,0.0
faster given,0.0
feature,0.0
feature broken,0.0
feature flag,0.0
feature flags,0.0
feature so,0.0
features,0.0
features are,0.0
features only,0.0
features regression,0.0
features working,0.0
feedback,0.0
feedback as,0.0
feedback before,0.0
feedback collection,0.0
feedback exists,0.0
feedback from,0.0
feedback is,0.0
feedback loop,0.0
feedback mechanism,0.0
feedback received,0.0
feedback so,0.0
feedback that,0.0
feedback was,0.0
fetched,0.0
fetched from,0.0
fiat,0.0
fiat conversion,0.0
field,0.0
field approval,0.0
fields,0.0
fields incident,0.0
file,0.0
file and,0.0
file contains,0.0
file format,0.0
file has,0.0
file if,0.0
file ingestion,0.0
file lands,0.0
file not,0.0
file permissions,0.0
file processing,0.0
file submissions,0.0
file to,0.0
file upload,0.0
file when,0.0
file with,0.0
filename,0.0
files,0.0
files aml,0.0
files are,0.0
files arrive,0.0
files as,0.0
files can,4.432596172142491e-05
files into,0.0
files land,0.0
files sequentially,0.0
files service,0.0
files so,0.0
files to,0.0
files with,0.0
filing,0.0
filing when,0.0
filings,0.0
filings are,0.0
filings so,0.0
filtered,0.0
filtered alert,0.0
final,0.0
final failure,0.0
final review,0.0
finalize,0.0
finalize aml,0.0
finalized,0.0
finalized when,0.0
fincen,0.0
fincen api,0.0
fincen as,0.0
fincen reporting,0.0
fincen rules,0.0
fincen via,0.0
finding,0.0
findings,0.0
findings exist,0.0
findings so,0.0
finished,0.0
finished in,0.0
first,0.0
first given,0.0
first small,0.0
first task,0.0
fix,0.0
fix as,0.0
fix issues,0.0
fix the,0.0
fix them,0.0
fix this,0.0
fix underlying,0.0
fixed,0.0
fixed to,0.0
fixed width,0.0
fixes,0.0
fixes allowed,0.0
fixes before,0.0
fixes can,0.0
fixes operations,0.0
flag,0.0
flag any,0.0
flag as,0.0
flag enabled,0.0
flagged,0.0
flagged during,0.0
flagged for,0.0
flagged given,0.0
flagged immediately,0.0
flagged with,0.0
flags,0.0
flags for,0.0
flags so,0.0
flow,0.0
flow as,0.0
flow deployment,0.0
flow diagrams,0.0
flow exists,0.0
flow that,0.0
flows,0.0
flows correctly,0.0
focus,0.0
focus on,0.0
folder,0.0
folder hierarchy,0.0
folder must,0.0
folder structure,0.0
folder with,0.0
folders,0.0
folders then,0.0
follow,0.0
follow it,0.0
follow the,0.0
follow them,0.0
follow these,0.0
follow up,0.0
followed,0.0
followed config,0.0
followed given,0.0
followed then,0.0
following,0.0
following all,0.0
following our,0.0
following team,0.0
following the,0.0
follows,0.0
follows agile,0.0
follows so,0.0
follows suspicious,0.0
for,2.363778350056729e-05
for 100k,0.0
for 12,0.0
for 1b,0.0
for 30,0.0
for 50,0.0
for 90,0.0
for 95,0.0
for alert,0.0
for alerts,0.0
for all,0.0
for aml,0.0
for any,0.0
for api,0.0
for apis,0.0
for audit,0.0
for automated,0.0
for batch,0.0
for certification,0.0
for choosing,0.0
for co,0.0
for code,0.0
for common,0.0
for consecutive,0.0
for control,0.0
for critical,0.0
for cross,0.0
for customer,0.0
for data,0.0
for database,0.0
for date,0.0
for deployment,0.0
for details,0.0
for developers,0.0
for development,0.0
for downstream,0.0
for each,4.157015513243551e-07
for easier,0.0
for enhanced,0.0
for enriched,0.0
for etl,0.0
for external,0.0
for failed,0.0
for false,3.6228971759106626e-06
for filing,0.0
for fincen,0.0
for frequent,0.0
for go,0.0
for high,0.0
for historical,0.0
for hour,0.0
for incoming,0.0
for investigation,0.0
for investigators,0.0
for ip,0.0
for issues,0.0
for key,0.0
for keyword,0.0
for large,0.0
for last,0.0
for long,0.0
for major,0.0
for management,0.0
for manual,0.0
for mentions,0.0
for missing,0.0
for model,0.0
for money,0.0
for new,0.0
for next,0.0
for non,0.0
for norkom,0.0
for ocr,0.0
for operations,0.0
for optimization,0.0
for oracle,0.0
for past,0.0
for pep,0.0
for percent,0.0
for performance,0.0
for pii,0.0
for planning,0.0
for processed,0.0
for production,0.0
for real,0.0
for reference,0.0
for regulators,0.0
for regulatory,0.0
for related,0.0
for release,0.0
for reporting,0.0
for reviews,0.0
for sar,0.0
for scenario,0.0
for security,0.0
for server,0.0
for social,0.0
for source,0.0
for stakeholders,0.0
for the,0.0
for this,0.0
for threshold,0.0
for transaction,0.0
for transactions,0.0
for transient,0.0
for ui,0.0
for uninvestigated,0.0
for unix,0.0
for velocity,0.0
for vendors,0.0
for year,0.0
for years,0.0
forecast,0.0
forecast model,0.0
formal,0.0
formal agreement,0.0
formal approval,0.0
formal authorization,0.0
formal change,0.0
formal review,0.0
formal risk,0.0
formal slas,0.0
formal vendor,0.0
format,0.0
format and,0.0
format as,0.0
format changes,0.0
format demo,0.0
format monthly,0.0
format so,0.0
formats,0.0
formats yyyy,0.0
formatting,0.0
formatting and,0.0
forward,0.0
forward as,0.0
forward given,0.0
found,0.0
found during,0.0
found in,0.0
found on,0.0
found some,0.0
found when,0.0
framework,0.0
framework as,0.0
framework must,0.0
fraud,0.0
fraud analyst,0.0
fraud patterns,0.0
freeze,0.0
freeze days,0.0
freeze policy,0.0
frequency,0.0
frequency and,0.0
frequency audit,0.0
frequency data,0.0
frequency escalate,0.0
frequent,0.0
frequent lookups,0.0
frequent queries,0.0
from,0.0
from 10000,0.0
from backlog,0.0
from backup,0.0
from baseline,0.0
from business,0.0
from cab,0.0
from compliance,0.0
from enterprise,0.0
from full,0.0
from infrastructure,0.0
from last,0.0
from market,0.0
from multiple,0.0
from norkom,0.0
from posted,0.0
from previous,0.0
from prod,0.0
from random,0.0
from reliable,0.0
from retrospectives,0.0
from security,0.0
from staging,0.0
from the,0.0
from unix,0.0
from vault,0.0
from where,0.0
front,0.0
front entities,0.0
frozen,0.0
frozen status,0.0
full,0.0
full access,0.0
full backup,0.0
full integration,0.0
full name,0.0
full volume,0.0
functional,0.0
functional requirements,0.0
functionality,0.0
functionality cost,0.0
functionality given,0.0
functionality is,0.0
functionality notify,0.0
functionality while,0.0
functions,0.0
functions as,0.0
fund,0.0
fund movements,0.0
funds,0.0
funds are,0.0
funds being,0.0
funds cannot,0.0
funds from,0.0
funds move,0.0
funds moving,0.0
fungible,0.0
fungible token,0.0
further,0.0
further calls,0.0
future,0.0
future processing,0.0
gambling,0.0
gambling alert,0.0
gambling transaction,0.0
gambling transactions,0.0
gap,0.0
gap analysis,0.0
gaps,0.0
gaps action,0.0
gaps in,0.0
gate,0.0
gate as,0.0
gate deploy,0.0
gate should,0.0
gate so,0.0
gates,0.0
gates given,0.0
gdpr,0.0
gdpr and,0.0
generate,0.0
generate access,0.0
generate alert,0.0
generate csv,0.0
generate gambling,0.0
generate high,0.0
generate layering,0.0
generate mixing,0.0
generate network,0.0
generate nft,0.0
generate privacy,0.0
generate real,0.0
generate reconciliation,0.0
generate regulatory,0.0
generate reports,0.0
generate sar,0.0
generate vasp,0.0
generated,0.0
generated alerts,0.0
generated given,0.0
generated in,0.0
generated then,0.0
generated ui,0.0
generated when,0.0
generated with,0.0
generates,0.0
generates an,0.0
generates on,0.0
generating,0.0
generating 1b,0.0
generation,0.0
generation by,0.0
generation is,0.0
generation less,0.0
generation module,0.0
generation rate,0.0
generation refresh,0.0
generation threshold,0.0
generation time,0.0
generation workflow,0.0
generator,0.0
generator as,0.0
generator for,0.0
get,0.0
get approval,0.0
get consistent,0.0
get higher,0.0
get new,0.0
get relevant,0.0
get requirements,0.0
get resolved,0.0
get sponsor,0.0
get what,0.0
gets,0.0
gets quality,0.0
github,0.0
github actions,0.0
github enterprise,0.0
github repository,0.0
github slack,0.0
given,2.87692442556169e-06
given 100m,0.0
given account,0.0
given action,0.0
given agreement,0.0
given alert,0.0
given all,0.0
given aml,0.0
given any,0.0
given api,0.0
given application,0.0
given architecture,0.0
given audit,0.0
given auditor,0.0
given backlog,0.0
given batch,0.0
given benchmark,0.0
given business,0.0
given by,0.0
given certificate,0.0
given change,0.0
given chat,0.0
given checklist,0.0
given co,0.0
given code,0.0
given comments,0.0
given company,0.0
given compliance,0.0
given concerns,0.0
given confirmed,0.0
given conversation,0.0
given corporate,0.0
given current,0.0
given customer,0.0
given customer_id,0.0
given daily,0.0
given dark,0.0
given data,0.0
given demo,0.0
given dependency,0.0
given deployment,0.0
given design,0.0
given dev,0.0
given developer,0.0
given diagram,0.0
given discussion,0.0
given document,0.0
given documentation,0.0
given dr,0.0
given draft,0.0
given earlier,0.0
given email,0.0
given enriched,0.0
given enrichment,0.0
given environment,0.0
given etl,0.0
given feedback,0.0
given file,0.0
given files,0.0
given go,0.0
given high,0.0
given historical,0.0
given improvement,0.0
given instagram,0.0
given instructions,0.0
given integration,0.0
given investigation,0.0
given issues,0.0
given job,0.0
given jobs,0.0
given lessons,0.0
given license,0.0
given load,0.0
given maintenance,0.0
given meeting,0.0
given metrics,0.0
given migration,0.0
given milestone,0.0
given multiple,0.0
given new,0.0
given nft,0.0
given norkom,0.0
given ofac,0.0
given performance,0.0
given pii,0.0
given plan,0.0
given planning,0.0
given posts,0.0
given previous,0.0
given primary,0.0
given process,0.0
given production,0.0
given project,0.0
given property,0.0
given prototype,0.0
given quality,0.0
given query,0.0
given reference,0.0
given refinement,0.0
given regression,0.0
given regulations,0.0
given regulatory,0.0
given release,0.0
given reports,0.0
given request,0.0
given requirement,0.0
given requirements,0.0
given review,0.0
given reviewer,0.0
given risk,0.0
given roadmap,0.0
given rule,0.0
given same,0.0
given sample,0.0
given sar,0.0
given security,0.0
given segmentation,0.0
given session,0.0
given sla,0.0
given slow,0.0
given social,0.0
given solution,0.0
given source,0.0
given spec,0.0
given specification,0.0
given standards,0.0
given stg_customer_trx,0.0
given stories,0.0
given support,0.0
given task,0.0
given tasks,0.0
given team,0.0
given technical,0.0
given template,0.0
given test,0.0
given the,0.0
given there,0.0
given threshold,0.0
given ticket,0.0
given transaction,0.0
given troubleshooting,0.0
given twitter,0.0
given txt,0.0
given uat,0.0
given ui,0.0
given unix,0.0
given user,0.0
given validation,0.0
given velocity,0.0
given we,0.0
given webhook,0.0
given when,0.0
given workshop,0.0
given yaml,0.0
global,0.0
global sanctions,0.0
glossary,0.0
glossary as,0.0
glossary so,0.0
go,0.0
go decision,0.0
go live,0.0
go or,0.0
go smoothly,0.0
go to,0.0
goal,0.0
goal given,0.0
goal should,0.0
goals,0.0
goals given,0.0
good,0.0
governance,0.0
governance approve,0.0
governance officer,0.0
government,0.0
government official,0.0
gracefully,0.0
gradually,0.0
gradually given,0.0
gradually increase,0.0
grafana,0.0
grafana jenkins,0.0
grafana monitoring,0.0
granted,0.0
granted with,0.0
graph,0.0
graph need,0.0
graph visualizer,0.0
greater,0.0
greater than,0.0
green,0.0
green indicators,0.0
group,0.0
group and,0.0
group first,0.0
group must,0.0
grouped,0.0
grouped as,0.0
grouped so,0.0
groups,0.0
groups admin,0.0
growth,0.0
growth project,0.0
guide,0.0
guide through,0.0
guidelines,0.0
guidelines as,0.0
guidelines at,0.0
guidelines so,0.0
had,0.0
had discussion,0.0
had so,0.0
handle,0.0
handle security,0.0
handled,0.0
handled legally,0.0
handling,0.0
handling as,0.0
handling for,0.0
handling is,0.0
handling not,0.0
handling so,0.0
hands,0.0
hands on,0.0
happen,0.0
happen as,0.0
happened,0.0
happened earlier,0.0
happened when,0.0
happy,0.0
happy given,0.0
happy path,0.0
hardcoded,0.0
hardcoded given,0.0
has,0.0
has 100m,0.0
has 10m,0.0
has clear,0.0
has description,0.0
has documented,0.0
has established,0.0
has formal,0.0
has gambling,0.0
has high,0.0
has investigator,0.0
has linked,0.0
has no,0.0
has rate,0.0
has records,0.0
has requirements,0.0
has risk,0.0
hash,0.0
hash already,0.0
hash based,0.0
hash history,0.0
hash is,0.0
hashicorp,0.0
hashicorp vault,0.0
have,0.0
have appropriate,0.0
have clear,0.0
have context,0.0
have customer_id,0.0
have input,0.0
have minimum,0.0
have partitions,0.0
have priority,0.0
have proper,0.0
have rate,0.0
have representative,0.0
have so,0.0
header,0.0
header delimiter,0.0
headers,0.0
headers and,0.0
health,0.0
health check,0.0
health in,0.0
hierarchy,0.0
hierarchy so,0.0
high,0.0
high concurrency,0.0
high credibility,0.0
high level,0.0
high medium,0.0
high priority,0.0
high risk,0.0
high volume,0.0
high when,0.0
high within,0.0
higher,0.0
higher alert,0.0
highest,0.0
highest priority,0.0
highest risk,0.0
hires,0.0
hires are,0.0
historical,0.0
historical average,0.0
historical data,0.0
historical files,0.0
historical post,0.0
historical records,0.0
history,0.0
history exists,0.0
history for,0.0
history outcome,0.0
history table,0.0
history tables,0.0
hit,0.0
hit database,0.0
hit rate,0.0
hold,0.0
hold 100m,0.0
hold closed,0.0
horizontal,0.0
horizontal and,0.0
hour,0.0
hour auto,0.0
hour for,0.0
hour grouped,0.0
hour per,0.0
hour when,0.0
hours,0.0
hours and,0.0
hours email,0.0
hours rpo,0.0
hours script,0.0
hours then,0.0
hours when,0.0
how,0.0
how norkom,0.0
how to,0.0
hsbc,0.0
hsbc aml,0.0
hsbc customer,0.0
hsbc us,0.0
https,0.0
https and,0.0
https api,0.0
https with,0.0
iam,0.0
iam roles,0.0
id,0.0
id severity,0.0
identification,0.0
identification as,0.0
identified,0.0
identified and,0.0
identified as,0.0
identified during,0.0
identified given,0.0
identified in,0.0
identified slow,0.0
identified when,0.0
identify,0.0
identify 12,0.0
identify 15,0.0
identify accounts,0.0
identify coordinated,0.0
identify emerging,0.0
identify front,0.0
identify funds,0.0
identify layering,0.0
identify organized,0.0
identify pep,0.0
identify potential,0.0
identify suspicious,0.0
identify systemic,0.0
identify ultimate,0.0
identify unusual,0.0
identify upstream,0.0
identify wash,0.0
identity,0.0
identity document,0.0
identity locate,0.0
if,0.0
if any,0.0
if below,0.0
if critical,0.0
if deviation,0.0
if errors,0.0
if hash,0.0
if needed,0.0
if possible,0.0
ii,0.0
ii report,0.0
image,0.0
image data,0.0
image urls,0.0
images,0.0
images for,0.0
images using,0.0
immediately,0.0
immediately given,0.0
impact,0.0
impact assessment,0.0
impact current,0.0
impact detection,0.0
impact estimate,0.0
impact is,0.0
impact operations,0.0
impacted,0.0
impacted downstream,0.0
implement,1.4732324914192196e-05
implement alert,0.0
implement aml,0.0
implement api,0.0
implement audit,0.0
implement automatic,0.0
implement batch,0.0
implement beneficial,0.0
implement bulk,0.0
implement canary,0.0
implement case,0.0
implement circuit,0.0
implement connection,0.0
implement cross,0.0
implement cryptocurrency,0.0
implement customer,0.0
implement daily,0.0
implement data,0.0
implement database,0.0
implement dead,3.4568868833461336e-08
implement deduplication,0.0
implement end,0.0
implement feature,0.0
implement hash,0.0
implement incremental,6.3733309283889576e-09
implement load,0.0
implement logging,0.0
implement machine,0.0
implement mixing,0.0
implement negative,0.0
implement network,0.0
implement non,0.0
implement notification,0.0
implement ofac,0.0
implement parallel,0.0
implement pep,0.0
implement professional,0.0
implement query,0.0
implement rate,0.0
implement real,0.0
implement record,0.0
implement restart,6.46320071491325e-06
implement robust,0.0
implement role,0.0
implement s3,0.0
implement schema,0.0
implement shell,0.0
implement sliding,0.0
implement table,0.0
implement the,0.0
implement them,0.0
implement then,0.0
implement threshold,0.0
implement what,0.0
implement write,0.0
implementation,0.0
implementation aligns,0.0
implementation is,0.0
implementation matches,0.0
implementation must,0.0
implementation should,0.0
implemented,0.0
implemented given,0.0
implemented then,0.0
improve,0.0
improve data,0.0
improve details,0.0
improvement,0.0
improvement items,0.0
improvement recommendations,0.0
improvement register,0.0
improves,0.0
improves and,0.0
improves as,0.0
improves experiments,0.0030406700168061486
improves for,0.0
improves given,0.0
improves ui,0.0
in,1.0942721815544966e-06
in 30,0.0
in class,0.0
in code,0.0
in cold,0.0
in crypto,0.0
in database,0.0
in dedicated,0.0
in dr,0.0
in inbound,0.0
in jira,0.0
in json,0.0
in last,0.0
in master,0.0
in meeting,0.0
in minute,0.0
in need,0.0
in non,0.0
in norkom,0.0
in oracle,0.0
in our,0.0
in pipeline,0.0
in planning,0.0
in progress,0.0
in rapid,0.0
in real,0.0
in regression,0.0
in remediation,0.0
in so,0.0
in social,0.0
in team,0.0
in test,0.0
in testing,0.0
in the,0.0
in their,0.0
in then,0.0
in ticketing,0.0
in tomorrow,0.0
in ui,0.0
in when,0.0
in yesterday,0.0
inbound,0.0
inbound processing,0.0
inbound when,0.0
incident,0.0
incident communication,0.0
incident id,0.0
incident manager,0.0
incident occurs,0.0
incident response,0.0
incident severity,0.0
incidents,0.0
incidents are,0.0
incidents as,0.0
include,0.0
include business,0.0
include column,0.0
include data,0.0
include endpoints,0.0
include for,0.0
include login,0.0
include perpetual,0.0
include records,0.0
include review,0.0
include role,0.0
include specific,0.0
include step,0.0
include stop,0.0
include transaction_id,0.0
include trigger,0.0
includes,0.0
includes occupation,0.0
including,0.0
including data,0.0
including environment,0.0
incoming,0.0
incoming data,0.0
incoming files,0.0
incoming mainframe,0.0
incorporate,0.0
incorporate the,0.0
incorporated,0.0
increase,0.0
increase by,0.0
increase to,0.0
increases,0.0
increases given,0.0
incremental,0.0
incremental load,0.0
indefinitely,0.0
indefinitely indexes,0.0
indemnification,0.0
indemnification liability,0.0
index,0.0
index strategy,0.0
indexes,0.0
indexes are,0.0
indexes maintained,0.0
indexes on,0.0
indicator,1.1130502539803343e-05
indicator dashboard,0.0
indicators,0.0
individual,0.0
individual alerts,0.0
individual records,0.0
individuals,0.0
individuals are,0.0
industry,0.0
industry standards,0.0
influenced,0.0
influenced the,0.0
influencer,0.0
influencer risk,0.0
influencers,0.0
influencers connected,0.0
influencers when,0.0
information,0.0
information audiences,0.0
information event,0.0
informed,9.188725575735657e-06
informed for,1.8668150075580172e-05
infrastructure,0.0
infrastructure as,0.0
infrastructure can,0.0
infrastructure sprint,0.0
infrastructure team,0.0
ingest,0.0
ingest social,0.0
ingestion,0.0
ingestion 30min,0.0
ingestion as,0.0
ingestion completes,0.0
ingestion fails,0.0
ingestion failures,0.0
ingestion is,0.0
ingestion pipeline,0.0
ingestion rate,0.0
ingestion source,0.0
initially,0.0
initially enable,0.0
input,0.0
input data,0.0
input file,0.0
input save,0.0
insert,0.0
insert is,0.0
insert optimization,0.0
insert update,0.0
instagram,0.0
instagram api,0.0
instagram image,0.0
instagram images,0.0
installed,0.0
installed kernel,0.0
instead,0.0
instead of,0.0
instructed,0.0
instructed as,0.0
instructed by,0.0
instructions,0.0
instructions as,0.0
instructions dashboard,0.0
instructions given,0.0
instructions were,0.0
integrate,0.0
integrate linkedin,0.0
integrate norkom,0.0
integrate twitter,0.0
integrate with,0.0
integrated,0.0
integrated so,0.0
integration,0.0
integration as,0.0
integration lead,0.0
integration patterns,0.0
integration requirements,0.0
integration should,0.0
integration so,0.0
integration specification,0.0
integration test,0.0
integration tests,0.0
integration works,0.0
integrator,0.0
integrator want,0.0
integrity,0.0
integrity attach,0.0
integrity confidentiality,0.0
integrity custom,0.0
interaction,0.0
interaction and,0.0
interface,0.0
interface boundaries,0.0
interface for,0.0
internal,0.0
internal apis,0.0
international,0.0
international borders,0.0
intervention,0.0
intervention given,0.0
interview,0.0
interview previous,0.0
into,0.0
into delimited,0.0
into elk,0.0
into history,0.0
into oracle,0.0
into stg_customer_trx,0.0
investigate,0.0
investigate quickly,0.0
investigating,0.0
investigating on,0.0
investigation,0.0
investigation as,0.0
investigation findings,0.0
investigation history,0.0
investigation is,0.0
investigation so,0.0
investigation steps,0.0
investigation time,0.0
investigation when,0.0
investigation workflow,0.0
investigator,0.0
investigator actions,0.0
investigator clicks,0.0
investigator name,0.0
investigator role,0.0
investigator see,0.0
investigator set,0.0
investigator then,0.0
investigator want,0.0
investigators,0.0
investigators as,0.0
investigators focus,0.0
investigators learn,0.0
involvement,0.0
involvement given,0.0
involves,0.0
involves counterparty,0.0
involving,0.0
involving virtual,0.0
ip,0.0
ip address,0.0
ip indemnification,0.0
ip ownership,0.0
is,3.2429515775872896e-05
is accepted,0.0
is admin,0.0
is aligned,0.0
is analyzed,0.0
is applied,0.0
is approached,0.0
is approved,0.0
is assessed,0.0
is assigned,0.0
is authorized,0.0
is available,0.0
is best,0.0
is built,0.0
is business,0.0
is calculated,0.0
is called,0.0
is captured,0.0
is caught,0.0
is closed,0.0
is collected,0.0
is completed,0.0
is compliance,0.0
is compliant,0.0
is computed,0.0
is configured,0.0
is confirmed,0.0
is consistent,0.0
is coordinated,0.0
is correct,0.0
is created,0.0
is critical,0.0
is defined,0.0
is delivered,0.0
is described,0.0
is detected,0.0
is distributed,0.0
is documented,0.0
is done,0.0
is easier,0.0
is efficient,0.0
is enabled,0.0
is enforced,0.0
is faster,0.0
is flagged,0.0
is followed,0.0
is found,0.0
is generated,0.0
is high,0.0
is highest,0.0
is identified,0.0
is implemented,0.0
is in,0.0
is incorporated,0.0
is investigator,0.0
is known,0.0
is logged,0.0
is made,0.0
is maintained,0.0
is managed,0.0
is manager,0.0
is measured,0.0
is met,0.0
is minimized,0.0
is monitored,0.0
is moved,0.0
is new,0.0
is not,0.0
is on,0.0
is optimized,0.0
is pipe,0.0
is possible,0.0
is preserved,0.0
is processed,0.0
is protected,0.0
is provisioned,0.0
is queried,0.0
is ready,0.0
is realistic,0.0
is refined,0.0
is reliable,0.0
is requested,0.0
is resolved,0.0
is responsible,0.0013743320243697957
is retrieved,0.0
is risk,0.0
is satisfied,0.0
is saved,0.0
is scheduled,0.0
is secure,0.0
is selected,0.0
is solid,0.0
is stable,0.0
is stored,0.0
is successful,0.0
is support,0.0
is tracked,0.0
is up,0.0
is updated,0.0
is used,0.0
is validated,0.0
is version,0.0
is visualized,0.0
isn,0.0
isn processed,0.0
iso,0.0
iso customer_id,0.0
isolation,0.0
isolation for,0.0
issue,0.0
issue doesn,0.0
issue is,0.0
issue response,0.0
issue should,0.0
issue tracking,0.0
issues,0.0
issues are,0.0
issues compile,0.0
issues decisions,0.0
issues don,0.0
issues exist,0.0
issues found,0.0
issues from,0.0
issues given,0.0
issues identified,0.0
issues in,0.0
issues so,0.0
issues that,0.0
issues trend,0.0
issues trigger,0.0
issues were,0.0
issues when,0.0
issues will,0.0
it,0.0
it and,0.0
it available,0.0
it failed,2.087489388605894e-05
it given,0.0
it happen,0.0
it involvement,0.0
it must,0.0
it operations,0.0
it reflects,0.0
it should,0.000415561562074974
it then,1.7563887367757177e-07
it work,0.0
items,0.0
items all,0.0
items as,0.0
items covering,0.0
items exist,0.0
items from,0.0
items should,0.0
items that,0.0
items with,0.0
its,0.0
its sla,0.0
java,0.0
java control,0.0
jenkins,0.0
jenkins github,0.0
jenkins pipeline,0.0
jira,0.0
jira as,0.0
jira bug,0.0
jira so,0.0
jira ticket,0.0
job,7.749901812803321e-05
job completes,0.0
job completion,0.0
job dependency,0.0
job etl,0.0
job exceeds,0.0
job fails,5.691691776418726e-07
job ingestion,0.0
job must,0.0
job name,0.0
job performance,0.0
job runs,0.0
job sla,0.0
job status,0.0
job triggers,0.0
jobs,0.0
jobs and,0.0
jobs as,2.173265547174313e-06
jobs completed,0.0
jobs duration,0.0
jobs exceed,0.0
jobs in,0.0
jobs run,0.0
jobs showing,6.705838820268248e-06
jobs so,0.0
jobs succeeded,0.0
jobs to,4.7147642408620034e-05
jobs using,0.0
joins,0.0
joins team,0.0
journey,0.0
journey facilitate,0.0
json,0.0
json format,0.0
judge,0.0
judge military,0.0
jun,0.0
jun q3,0.0
june,0.0
june week,0.0
jurisdictions,0.0
jurisdictions given,0.0
keep,0.0
keep for,0.0
keeping,0.0
keeping existing,0.0
kernel,0.0
kernel parameters,0.0
key,0.0
key decisions,0.0
key lessons,0.0
key stakeholders,0.0
key successes,0.0
keyword,0.0
keyword expansion,0.0
keyword matching,0.0
keywords,0.0
keywords for,0.0
keywords like,0.0
kickoff,0.0
kickoff meeting,0.0
kill,0.00012159592333437066
kill random,0.00011509031260147869
know,0.0
know which,0.0
known,0.0
known error,0.0
known errors,0.0
known given,0.0
known laundering,0.0
known mixer,0.0
known money,0.0
known transactions,0.0
knows,0.0
knows how,0.0
l1,0.0
l1 can,0.0
land,0.0
land on,0.0
landing,0.0
landing as,0.0
landing count,0.0
lands,0.0
lands in,0.0
large,0.0
large datasets,0.0
large tables,0.0
large transaction,0.0
large volumes,0.0
last,4.062059916595149e-06
last 24,0.0
last checkpoint,0.00012808939853017442
last meeting,0.0
last quarter,0.0
last sprint,0.0
last week,0.0
latency,0.0
latency data,0.0
latency oracle,0.0
latency p99,0.0
later,0.0
latest,0.0
latest data,0.0
latest segments,0.0
laundered,0.0
laundered through,0.0
laundering,0.0
laundering alert,0.0
laundering crypto,0.0
laundering detection,0.0
laundering is,0.0
laundering networks,0.0
laundering rings,0.0
laundering so,0.0
laundering terminology,0.0
laundering through,0.0
laundering trends,0.0
laundering typologies,0.0
laundering using,0.0
laundering via,0.0
lawful,0.0
lawful basis,0.0
layer,0.0
layer for,0.0
layering,0.0
layering alert,0.0
layering attempts,0.0
layering detection,0.0
layout,0.0
layout when,0.0
lead,0.0
lead as,0.0
lead should,0.0
lead so,0.0
lead want,0.0
leader,0.0
leader then,0.0
learn,0.0
learn at,0.0
learned,0.0
learned as,0.0
learned document,0.0
learned from,0.0
learned recommendations,0.0
learned session,0.0
learning,0.0
learning model,0.0
learns,0.0
learns from,0.0
least,0.0
least 50,0.0
least 70,0.0
least 80,0.0
least approvals,0.0
least one,0.0
legacy,0.0
legacy system,0.0
legal,0.0
legal agreement,0.0
legal counsel,0.0
legal review,0.0
legally,0.0
legally process,0.0
less,0.0
less than,0.0
lessons,0.0
lessons and,0.0
lessons are,0.0
lessons exist,0.0
lessons learned,0.0
letter,0.0
letter queue,1.1253452646023904e-08
level,0.0
level agreement,0.0
level context,0.0
level indicator,0.0
levels,0.0
levels and,0.0
levels critical,0.0
liability,0.0
liability limits,0.0
license,0.0
license as,0.0
license compliance,0.0
license for,0.0
license must,0.0
license requirements,0.0
license so,0.0
licenses,0.0
licenses so,0.0
like,0.0
like money,0.0
like the,0.0
limit,0.0
limit is,0.0
limit of,0.0
limiting,0.0
limiting 100,0.0
limiting for,0.0
limiting on,0.0
limits,0.0
limits 1000,0.0
limits data,0.0
limits documented,0.0
limits for,0.0
line,0.0
line must,0.0
lineage,0.0
lineage for,0.0
lineage is,0.0
lineage of,0.0
linked,0.0
linked crypto,0.0
linked to,0.0
linkedin,0.0
linkedin connections,0.0
linkedin data,0.0
linter,0.0
linter will,0.0
linux,0.0
linux python,0.0
list,0.0
list as,0.0
list combined,0.0
list exists,0.0
list must,0.0
list name,0.0
list of,0.0
list oracle,0.0
list so,0.0
list that,0.0
list to,0.0
list update,0.0
lists,0.0
lists must,0.0
lists so,0.0
live,0.0
live date,0.0
live so,0.0
load,0.0
load customer,0.0
load into,0.0
load less,0.0
load logic,0.0
load only,0.0
load processed,0.0
load script,0.0
load segmentation,0.0
load test,0.0
load testing,0.0
load then,0.0
load time,0.0
load transformed,0.0
load years,0.0
loaded,0.0
loaded when,0.0
loader,0.0
loader for,0.0
loader runs,0.0
loading,0.0
loading and,0.0
loading is,0.0
loads,0.0
loads 1m,0.0
loads database,0.0
loads so,0.0
loads then,0.0
loads under,0.0
locate,0.0
locate all,0.0
locked,0.0
locked in,0.0
log,0.0
log all,0.0
log change,0.0
log corrupt,0.0
log recorded,0.0
log request,0.0
log retention,0.0
log user_id,0.0
log warning,0.0
logged,0.0
logged so,0.0
logged then,0.0
logging,1.929440286184498e-05
logging access,0.0
logging aggregation,0.0
logging for,0.0
logging monitoring,0.0
logging optimization,0.0
logging optimized,0.0
logging we,0.0
logic,0.0
logic according,0.0
logic as,0.0
logic is,0.0
logic load,0.0
logic produces,0.0
